company_id,group_id,currency,as_of,score,base_health,L,L_bank,C,C_bank,D,momentum,growth_quality,fragility,liquidity_points,collections_points,debt_points,momentum_points,growth_points,fragility_points,clipping_points,raw_score,erp_collection_adjustment_points,bank_quality,confidence_index,data_confidence_index,erp_weight_used,erp_growth_weight_used,erp_used,cash_known,cash_used,commitments_known,dso_change_known,hhi_used,liquidity_available,collections_available,debt_service_observed,fragility_evidence,history_ready,momentum_ready,observed_months,bank_base_health,monthly_flow_margin,monthly_data_quality,flow_margin_available,is_prior,state,state_eligible,state_provisional,state_quality,health_band,state_evaluation_reason,seasonality_available,annual_pattern_match
COMP_0001,GROUP_0147,EUR,2024-10-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2024-11-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2024-12-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2025-01-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2025-02-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2025-03-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2025-04-01,50.0,50.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,-0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0,50.0,0.0,0.0,False,True,EVALUACION_PENDIENTE,False,True,0.0,SIN_EVIDENCIA,sin_evidencia,False,False
COMP_0001,GROUP_0147,EUR,2025-05-01,53.40514852980882,56.0,0.5,0.5,0.7,0.5,0.5,0.0,0.09976963588343371,0.39918366068647254,25.0,21.0,10.0,0.0,0.5986178153006023,-3.1934692854917803,0.0,53.40514852980882,5.999999999999998,0.0,0.0,0.0,0.4,0.4,True,False,False,False,False,True,False,True,False,False,False,False,0,50.0,0.0,0.0,False,False,EVALUACION_PENDIENTE,False,True,0.0,COBERTURA_LIMITADA,historia_comparable_insuficiente,False,False
COMP_0001,GROUP_0147,EUR,2025-06-01,53.40340248399194,56.0,0.5,0.5,0.7,0.5,0.5,0.0,0.09993095888849135,0.3995229086673764,25.0,21.0,10.0,0.0,0.5995857533309481,-3.196183269339011,0.0,53.40340248399194,5.999999999999998,0.0,0.0,0.0,0.4,0.4,True,False,False,False,False,True,False,True,False,False,False,False,0,50.0,0.0,0.0,False,False,EVALUACION_PENDIENTE,False,True,0.0,COBERTURA_LIMITADA,historia_comparable_insuficiente,False,False
COMP_0001,GROUP_0147,EUR,2025-07-01,53.40167923442129,56.0,0.5,0.5,0.7,0.5,0.5,0.0,0.09987459511956845,0.3996960420370152,25.0,21.0,10.0,0.0,0.5992475707174107,-3.1975683362961216,0.0,53.40167923442129,5.999999999999998,0.0,0.0,0.0,0.4,0.4,True,False,False,False,False,True,False,True,False,False,False,False,0,50.0,0.0,0.0,False,False,EVALUACION_PENDIENTE,False,True,0.0,COBERTURA_LIMITADA,historia_comparable_insuficiente,False,False
